Id,SalePrice
1461,113962.53163627203
1462,115031.21188128306
1463,197600.22445413956
1464,202514.67166394484
1465,178109.52388353832
1466,183403.81719295014
1467,192147.22825412906
1468,169319.2530021675
1469,215187.46642856632
1470,119525.68745250424
1471,190175.26222599414
1472,91524.93915104418
1473,92206.15349032902
1474,141893.96770802393
1475,109512.64409372618
1476,360644.32091740676
1477,246376.53831047312
1478,305848.82669802086
1479,290932.5292878003
1480,486341.92062318244
1481,285501.5082494398
1482,196706.4557753308
1483,172410.30159392385
1484,156879.34372031677
1485,178304.49088691664
1486,199272.3463650818
1487,302240.0255958877
1488,227631.8615441965
1489,202925.93161068196
1490,257917.58901246075
1491,192427.46311056986
1492,98882.3805369701
1493,206719.8669815074
1494,272869.7754842896
1495,263685.71770116297
1496,259332.27910155046
1497,173472.21545629203
1498,166542.16111842755
1499,166373.18498012394
1500,144152.47457804094
1501,194903.18091812407
1502,135324.41243733373
1503,297318.81758410233
1504,231930.74102123192
1505,220639.10723524494
1506,209843.40451217734
1507,271156.4305803786
1508,207935.87108868203
1509,157063.55535557712
1510,137837.76099555264
1511,171322.16642971957
1512,188917.45716744717
1513,135277.77273813103
1514,160252.4221768372
1515,217040.7262290151
1516,162373.20593840777
1517,185939.63531800607
1518,126123.98686443405
1519,228111.6001712595
1520,134092.68133737444
1521,140226.95466833102
1522,202129.0480397732
1523,110432.41157684836
1524,127158.30294425957
1525,121972.86778683301
1526,116092.81741317871
1527,101715.8463362145
1528,140916.76976335378
1529,141092.05760756618
1530,225961.92501777472
1531,120750.61130267373
1532,84713.04439116536
1533,163339.4927365572
1534,145372.87146365055
1535,154046.50440897525
1536,89614.28487139457
1537,55648.96138352476
1538,160922.9585549523
1539,229301.96752727195
1540,137312.7676662587
1541,144942.6718418607
1542,154627.5544736954
1543,189823.08548354817
1544,54960.518131999284
1545,115058.8559757411
1546,127890.90602660546
1547,112545.99025102172
1548,136213.1489499499
1549,109338.22357800402
1550,130926.3073771002
1551,115626.80524408602
1552,157007.31254267145
1553,150249.833830533
1554,119406.93947283759
1555,165106.36663424404
1556,65536.70705126038
1557,132197.0862282454
1558,120355.41902190668
1559,67270.68179821325
1560,108215.51013506924
1561,119589.49517269357
1562,123185.65331881185
1563,133134.26507695793
1564,177078.0753221382
1565,162229.06355384664
1566,262085.55729687845
1567,75343.02552549729
1568,236765.52254085557
1569,133275.81509017813
1570,144789.53855831493
1571,115395.11231172216
1572,161763.36910971446
1573,289654.0176249159
1574,133042.0576915543
1575,244228.75872422135
1576,219412.68861562148
1577,181488.7986370031
1578,170352.23695683156
1579,160926.28146249073
1580,204885.10239806393
1581,151620.8713544815
1582,130614.94843173405
1583,299133.74057031627
1584,221009.12733186793
1585,136968.1211510903
1586,72390.5494785069
1587,107712.97145290607
1588,161826.78535324318
1589,118500.53869183957
1590,138926.9483738046
1591,88962.16045314177
1592,135476.01198712026
1593,124018.22766255401
1594,119035.02966196797
1595,108089.52150435913
1596,223593.43120663264
1597,184361.98514199595
1598,188439.99786656915
1599,201192.43010404726
1600,181734.56981678653
1601,43612.44674344018
1602,126967.36655494319
1603,47169.14707970798
1604,274296.8510503822
1605,244582.31083979172
1606,153266.63845843152
1607,187476.51814104096
1608,197602.2643231122
1609,198038.63863039087
1610,158027.81890757923
1611,143853.0479465215
1612,201460.9021271762
1613,183739.87607444316
1614,143179.2847290403
1615,85069.58438869221
1616,54179.17125040396
1617,74141.07738220286
1618,141294.73431055644
1619,135890.49858636194
1620,191849.26537493986
1621,144886.64680217835
1622,169742.1226993476
1623,279609.41631644894
1624,211593.01217754415
1625,128019.88863440685
1626,184891.41844253984
1627,201315.25986352243
1628,290045.58346904814
1629,181036.33049394985
1630,359197.73864911986
1631,224471.0096324893
1632,221202.69523966854
1633,178009.66288595033
1634,190075.33653476147
1635,178433.43440609222
1636,146327.7514218597
1637,198082.0980618721
1638,180113.93869801826
1639,197172.31310571457
1640,256927.3834865059
1641,204685.85595252225
1642,252292.1077014298
1643,205641.8479830366
1644,238144.31006957276
1645,241416.47997429266
1646,173452.25954654912
1647,179493.13624785573
1648,129959.33910608513
1649,131802.52207931812
1650,116041.63650916262
1651,117599.43745355788
1652,100251.79406657843
1653,92607.6524959466
1654,139076.67861338722
1655,120386.20218425992
1656,137220.95654404204
1657,138375.22610277394
1658,131237.01987543696
1659,116667.79296750668
1660,145267.96043982607
1661,434905.0147096637
1662,388765.3118306141
1663,377730.99963277846
1664,517484.66735429165
1665,311286.7564542667
1666,320155.4660905427
1667,351375.4105858911
1668,339870.64620819665
1669,315364.8010122065
1670,350923.9717203374
1671,248338.75090186496
1672,414858.18022852065
1673,276693.46653084207
1674,231481.67113859404
1675,194514.7414846253
1676,204836.11846081764
1677,209751.0313770592
1678,486669.95177273196
1679,381689.9448542673
1680,341199.28912645794
1681,271329.3417071173
1682,302766.1063765144
1683,178789.83394583588
1684,161997.77968831523
1685,173766.84719743687
1686,163656.67078408253
1687,163312.7743786529
1688,188428.73943894263
1689,187553.59430257385
1690,193335.00320550348
1691,178794.23506903142
1692,278390.046033763
1693,159480.67644864292
1694,191526.42026541737
1695,174766.37217725374
1696,257631.84813652426
1697,189630.94648352286
1698,321321.97570021753
1699,312945.3345251081
1700,241428.9597416061
1701,259923.2179963581
1702,238686.39516285312
1703,228322.11318418686
1704,278158.2024078908
1705,250295.67205353559
1706,178505.8970767996
1707,235021.93435385523
1708,194231.07749410463
1709,254011.64754780894
1710,219936.938160228
1711,269910.6777836431
1712,256073.64771235536
1713,285254.8372166354
1714,235063.625735375
1715,200889.68807153025
1716,173889.962200281
1717,164934.9968341678
1718,132289.17339111443
1719,220978.04346721817
1720,239974.17240064885
1721,138066.90504708549
1722,97132.88360483531
1723,142297.55290145663
1724,214597.1864036604
1725,233508.32388210745
1726,191907.47221801584
1727,147868.37836758187
1728,147030.06544632558
1729,161663.0541636482
1730,178098.8764904644
1731,117881.09135745068
1732,123708.17959901529
1733,123086.78905820189
1734,105032.39804926647
1735,96411.4813034187
1736,83584.41327115253
1737,308001.57214132766
1738,240400.5260991768
1739,269448.3815696848
1740,224637.42663724368
1741,194286.44596979435
1742,173792.79913658946
1743,168593.38221030514
1744,346012.18356449576
1745,194809.9820078404
1746,206933.82877499872
1747,230662.70586369402
1748,226604.07700400206
1749,133375.92012965915
1750,147439.0676004565
1751,256416.71157596918
1752,118807.91832446305
1753,156820.97679479743
1754,209115.70532497665
1755,187223.31827322178
1756,137293.81733906225
1757,120530.91035897622
1758,145938.8568577263
1759,165314.22254193545
1760,158713.86490814923
1761,167399.75344052384
1762,195165.9871972611
1763,167065.05714063166
1764,117460.9712257515
1765,199913.31293280417
1766,208519.49919016764
1767,247282.1685890726
1768,136852.83838039392
1769,183183.8378844843
1770,146396.9222089861
1771,105408.83761267854
1772,118678.71213205441
1773,98124.07548260732
1774,168138.33730320423
1775,142941.65211322688
1776,134800.0684080865
1777,115405.12175235966
1778,147699.41302443028
1779,142655.20198342548
1780,173962.40735778044
1781,125764.7863611245
1782,78072.48617138379
1783,131175.71386313305
1784,105015.59394526109
1785,143085.69123993025
1786,139524.33996263327
1787,153892.4743332652
1788,31431.4713669291
1789,103478.69155118176
1790,58133.73965832749
1791,202340.46271325735
1792,182765.91654469667
1793,140132.42889166178
1794,171024.84793270717
1795,150219.2375589853
1796,133708.0853524714
